code	category	description	parent_code	general
I70.63	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration	I70.6	f
I70.631	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of thigh	I70.63	f
I70.632	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf	I70.63	f
I70.633	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle	I70.63	f
I70.634	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of heel and midfoot	I70.63	f
I70.635	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of foot	I70.63	f
I70.638	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of lower leg	I70.63	f
I70.639	I70	Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of unspecified site	I70.63	t
I70.64	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration	I70.6	f
I70.641	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of thigh	I70.64	f
I70.642	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of calf	I70.64	f
I70.643	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of ankle	I70.64	f
I70.644	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of heel and midfoot	I70.64	f
I70.645	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of foot	I70.64	f
I70.648	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of lower leg	I70.64	f
I70.649	I70	Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of unspecified site	I70.64	t
I70.65	I70	Atherosclerosis of nonbiological bypass graft(s) of other extremity with ulceration	I70.6	f
I70.66	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene	I70.6	f
I70.661	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, right leg	I70.66	f
I70.662	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, left leg	I70.66	f
I70.663	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, bilateral legs	I70.66	f
I70.668	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, other extremity	I70.66	f
I70.669	I70	Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, unspecified extremity	I70.66	t
I70.69	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities	I70.6	f
I70.691	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities, right leg	I70.69	f
I70.692	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities, left leg	I70.69	f
I70.693	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities, bilateral legs	I70.69	f
I70.698	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities, other extremity	I70.69	f
I70.699	I70	Other atherosclerosis of nonbiological bypass graft(s) of the extremities, unspecified extremity	I70.69	t
I70.7	I70	Atherosclerosis of other type of bypass graft(s) of the extremities	I70	f
I70.70	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities	I70.7	t
I70.701	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, right leg	I70.70	t
I70.702	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, left leg	I70.70	t
I70.703	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, bilateral legs	I70.70	t
I70.708	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, other extremity	I70.70	t
I70.709	I70	Unspecified atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity	I70.70	t
I70.71	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication	I70.7	f
I70.711	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, right leg	I70.71	f
I70.712	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, left leg	I70.71	f
I70.713	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, bilateral legs	I70.71	f
I70.718	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, other extremity	I70.71	f
I70.719	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with intermittent claudication, unspecified extremity	I70.71	t
I70.72	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain	I70.7	f
I70.721	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, right leg	I70.72	f
I70.722	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, left leg	I70.72	f
I70.723	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, bilateral legs	I70.72	f
R07.2	R07	Precordial pain	R07	f
I70.728	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, other extremity	I70.72	f
I70.729	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with rest pain, unspecified extremity	I70.72	t
I70.73	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration	I70.7	f
I70.731	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of thigh	I70.73	f
I70.732	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of calf	I70.73	f
I70.733	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of ankle	I70.73	f
I70.734	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of heel and midfoot	I70.73	f
I70.735	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of foot	I70.73	f
I70.738	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of lower leg	I70.73	f
I70.739	I70	Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of unspecified site	I70.73	t
I70.74	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration	I70.7	f
I70.741	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of thigh	I70.74	f
I70.742	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of calf	I70.74	f
I70.743	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of ankle	I70.74	f
I70.744	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of heel and midfoot	I70.74	f
I70.745	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of foot	I70.74	f
I70.748	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg	I70.74	f
I70.749	I70	Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of unspecified site	I70.74	t
I70.75	I70	Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration	I70.7	f
I70.76	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene	I70.7	f
I70.761	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg	I70.76	f
I70.762	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, left leg	I70.76	f
I70.763	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, bilateral legs	I70.76	f
I70.768	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, other extremity	I70.76	f
I70.769	I70	Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, unspecified extremity	I70.76	t
I70.79	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities	I70.7	f
I70.791	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities, right leg	I70.79	f
I70.792	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities, left leg	I70.79	f
I70.793	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities, bilateral legs	I70.79	f
I70.798	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities, other extremity	I70.79	f
I70.799	I70	Other atherosclerosis of other type of bypass graft(s) of the extremities, unspecified extremity	I70.79	t
I70.8	I70	Atherosclerosis of other arteries	I70	f
I70.9	I70	Other and unspecified atherosclerosis	I70	t
I70.90	I70	Unspecified atherosclerosis	I70.9	t
I70.91	I70	Generalized atherosclerosis	I70.9	t
I70.92	I70	Chronic total occlusion of artery of the extremities	I70.9	f
I71	I71	Aortic aneurysm and dissection		f
I71.0	I71	Dissection of aorta	I71	f
I71.00	I71	Dissection of unspecified site of aorta	I71.0	t
I71.01	I71	Dissection of thoracic aorta	I71.0	f
I71.010	I71	Dissection of ascending aorta	I71.01	f
I71.011	I71	Dissection of aortic arch	I71.01	f
I71.012	I71	Dissection of descending thoracic aorta	I71.01	f
I71.019	I71	Dissection of thoracic aorta, unspecified	I71.01	t
I71.02	I71	Dissection of abdominal aorta	I71.0	f
I71.03	I71	Dissection of thoracoabdominal aorta	I71.0	f
I71.1	I71	Thoracic aortic aneurysm, ruptured	I71	f
I71.10	I71	Thoracic aortic aneurysm, ruptured, unspecified	I71.1	t
I71.11	I71	Aneurysm of the ascending aorta, ruptured	I71.1	f
I71.12	I71	Aneurysm of the aortic arch, ruptured	I71.1	f
I71.13	I71	Aneurysm of the descending thoracic aorta, ruptured	I71.1	f
I71.2	I71	Thoracic aortic aneurysm, without rupture	I71	f
I71.20	I71	Thoracic aortic aneurysm, without rupture, unspecified	I71.2	t
I71.21	I71	Aneurysm of the ascending aorta, without rupture	I71.2	f
I71.22	I71	Aneurysm of the aortic arch, without rupture	I71.2	f
I71.23	I71	Aneurysm of the descending thoracic aorta, without rupture	I71.2	f
I71.3	I71	Abdominal aortic aneurysm, ruptured	I71	f
I71.30	I71	Abdominal aortic aneurysm, ruptured, unspecified	I71.3	t
I71.31	I71	Pararenal abdominal aortic aneurysm, ruptured	I71.3	f
I71.32	I71	Juxtarenal abdominal aortic aneurysm, ruptured	I71.3	f
I71.33	I71	Infrarenal abdominal aortic aneurysm, ruptured	I71.3	f
I71.4	I71	Abdominal aortic aneurysm, without rupture	I71	f
I71.40	I71	Abdominal aortic aneurysm, without rupture, unspecified	I71.4	t
I71.41	I71	Pararenal abdominal aortic aneurysm, without rupture	I71.4	f
I71.42	I71	Juxtarenal abdominal aortic aneurysm, without rupture	I71.4	f
I71.43	I71	Infrarenal abdominal aortic aneurysm, without rupture	I71.4	f
I71.5	I71	Thoracoabdominal aortic aneurysm, ruptured	I71	f
I71.50	I71	Thoracoabdominal aortic aneurysm, ruptured, unspecified	I71.5	t
I71.51	I71	Supraceliac aneurysm of the thoracoabdominal aorta, ruptured	I71.5	f
I71.52	I71	Paravisceral aneurysm of the thoracoabdominal aorta, ruptured	I71.5	f
R07.8	R07	Other chest pain	R07	f
I71.61	I71	Supraceliac aneurysm of the thoracoabdominal aorta, without rupture	I71.6	f
I71.62	I71	Paravisceral aneurysm of the thoracoabdominal aorta, without rupture	I71.6	f
I71.8	I71	Aortic aneurysm of unspecified site, ruptured	I71	t
I71.9	I71	Aortic aneurysm of unspecified site, without rupture	I71	t
I72	I72	Other aneurysm		f
I72.0	I72	Aneurysm of carotid artery	I72	f
I72.1	I72	Aneurysm of artery of upper extremity	I72	f
I72.2	I72	Aneurysm of renal artery	I72	f
I72.3	I72	Aneurysm of iliac artery	I72	f
I72.4	I72	Aneurysm of artery of lower extremity	I72	f
I72.5	I72	Aneurysm of other precerebral arteries	I72	f
I72.6	I72	Aneurysm of vertebral artery	I72	f
I72.8	I72	Aneurysm of other specified arteries	I72	f
I72.9	I72	Aneurysm of unspecified site	I72	t
I73	I73	Other peripheral vascular diseases		f
I73.0	I73	Raynaud's syndrome	I73	f
I73.00	I73	Raynaud's syndrome without gangrene	I73.0	f
I73.01	I73	Raynaud's syndrome with gangrene	I73.0	f
I73.1	I73	Thromboangiitis obliterans [Buerger's disease]	I73	f
I73.8	I73	Other specified peripheral vascular diseases	I73	f
I73.81	I73	Erythromelalgia	I73.8	f
I73.89	I73	Other specified peripheral vascular diseases	I73.8	f
I73.9	I73	Peripheral vascular disease, unspecified	I73	t
I74	I74	Arterial embolism and thrombosis		f
I74.0	I74	Embolism and thrombosis of abdominal aorta	I74	f
I74.01	I74	Saddle embolus of abdominal aorta	I74.0	f
I74.09	I74	Other arterial embolism and thrombosis of abdominal aorta	I74.0	f
