id	created_at	updated_at	drug_id	form	routes	strength_numerators	strength_numerator_unit	strength_denominator	strength_denominator_unit
960	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	688	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{0.004}	G	100	G
961	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	689	INJECTABLE	{INJECTION}	{2}	TU	0.1	ML
962	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	690	INJECTABLE	{INJECTION}	{25}	MG	1	INJECTION
963	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	691	INJECTABLE	{INJECTION}	{623,769}	MG	1	ML
964	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	692	TABLET, COATED	{ORAL}	{24.3,25.7,48.6,51.4,97.2,102.8}	MG	1	TABLET
965	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	693	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
966	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	694	SOLUTION	{INJECTION}	{0.08,0.52}	G	1	ML
967	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	695	CAPSULE	{ORAL}	{100}	MG	1	CAPSULE
968	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	696	TABLET, COATED	{ORAL}	{500}	MG	1	TABLET
969	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	697	TABLET, COATED	{ORAL}	{5,10,160}	MG	1	TABLET
970	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	698	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{100}	MG	1	ML
971	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	696	TABLET	{ORAL}	{500}	MG	1	TABLET
972	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	699	TABLET	{ORAL}	{50,100}	MG	1	TABLET
973	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	700	INJECTABLE	{INJECTION}	{500}	MG	1	INJECTION
974	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	701	TABLET	{ORAL}	{8,30,150,300}	MG	1	TABLET
975	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	702	TABLET	{ORAL}	{1,2,5}	MG	1	TABLET
976	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	703	TABLET, COATED	{ORAL}	{5,10,20}	MG	1	TABLET
977	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	704	TABLET	{ORAL}	{100,500}	MG	1	TABLET
978	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	705	VACCINE	{ORAL,INJECTION}	{2.5}	IU	1	VACCINE
979	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	706	TABLET, COATED	{ORAL}	{5,10}	MG	1	TABLET
980	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	700	POWDER/INJECTABLE	{INJECTION}	{1}	GRAM	1	INJECTION
981	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	707	OINTMENT	{TOPICAL}	{0.1,0.45,0.52,1.35,2.82,4.7,5.46}	G	100	G
982	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	708	SOLUTION	{INJECTION}	{6}	MG	1	ML
983	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	709	INJECTABLE	{INJECTION}	{10}	MG	1	ML
984	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	704	SUSPENSION	{ORAL,INJECTION}	{100}	MG	5	ML
985	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	710	TABLET	{ORAL}	{2}	MG	1	TABLET
986	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	711	SOLUTION/DROPS	{OPHTHALMIC}	{7.5}	MG	15	ML
987	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	712	CAPSULE	{ORAL}	{400}	IU	1	CAPSULE
988	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	713	TABLET	{ORAL}	{15,33}	MG	1	TABLET
989	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	714	SOLUTION	{INFUSION}	{0.5,1,15,20,135.3,194.1,640,910}	MCG	1	INFUSION
990	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	715	TABLET, COATED	{ORAL}	{2,5,20}	MG	1	TABLET
991	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	716	SUPPOSITORY	{RECTAL}	{50}	MG	1	SUPPOSITORY
992	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	717	TABLET	{ORAL}	{200,300,600}	MG	1	TABLET
993	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	718	TABLET, COATED	{ORAL}	{50,200}	MG	1	TABLET
994	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	719	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{75}	MG	1	TABLET
995	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	720	SYRUP	{ORAL}	{50}	MG	5	ML
996	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	721	SOLUTION/DROPS	{OPHTHALMIC}	{50}	MCG	1	ML
997	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	722	TABLET, COATED	{ORAL}	{10,15,20}	MG	1	TABLET
998	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	723	TABLET	{ORAL}	{5}	MG	1	TABLET
999	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	724	INJECTABLE	{INJECTION}	{0.025,20}	MG	1	INJECTION
1000	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	725	TABLET, COATED	{ORAL}	{20,3000}	MCG	1	TABLET
1001	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	726	TABLET	{ORAL}	{500}	MG	1	TABLET
1002	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	727	TABLET	{ORAL}	{1}	MG	1	TABLET
1003	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	728	TABLET, COATED	{ORAL}	{250,500}	MG	1	TABLET
1004	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	729	OINTMENT	{TOPICAL}	{7.5,30.5,50}	G	100	G
1005	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	730	OINTMENT	{TOPICAL}	{10}	G	100	G
1006	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	731	TABLET	{ORAL}	{20}	MG	1	TABLET
1007	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	732	TABLET	{ORAL}	{40,55}	MG	1	TABLET
1008	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	733	TABLET, COATED	{ORAL}	{30,150}	MCG	1	TABLET
1009	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	734	TABLET, COATED	{ORAL}	{37.5,325}	MG	1	TABLET
1010	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	735	INJECTABLE	{INJECTION}	{3.6}	MG	1	INJECTION
1011	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	736	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{0.8}	MG	1	ML
1012	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	735	IMPLANT	{SUBCUTANEOUS}	{10.8}	MG	1	IMPLANT
1013	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	732	TABLET, COATED	{ORAL}	{20}	MG	1	TABLET
