licence_number	name	licensee	address	pharmacies_types	town	expiry_date	
P05-P1691-2024	NEW HORIZON PHARMACY	HYBERABAD INVESTMENTS (PVT) LTD	303 HUGHES STREET	Pharmacy located in the CBD	MASVINGO	02/28/2025	
H01-P0027-2024	NEW MARLBOLOUGH PRIVATE HOSPITAL PHARMACY	KUMUTSA INVESTMENTS (PVT) LTD	"1751 MUTOKO RD, NEW MARLBOROUGH"	Hospital pharmacies	HARARE	06/30/2025	
P01-P1948-2024	NEW MBIZO PHARMACY	BRICE VISION PBC	"STAND 8481, MBIZO 11"	Pharmacy in any other location	KWEKWE	02/28/2025	
P06-P1392-2024	NEW MUREHWA PHARMACY	DIS - SMAT INVESTMENTS (PVT) LTD	571 CHIGASA COMPLEX	Pharmacy in rural area	MUREHWA	04/30/2025	
P01-P1611-2024	NEW PLATINUM PHARMACY	SEKENENDE INVESTMENTS (PVT) LTD	"STAND 8785, ST MARYS"	Pharmacy in any other location	CHITUNGWIZA	11/30/2025	
I02-P0174-2023	NEW YEARS GIFT CLINIC	TANGANDA TEA COMPANY	NEW YEARS GIFT ESTATE	Clinics: Class B	CHIPINGE	09/30/2024	
P02-P1396-2024	NEWLANDS CLINIC PHARMACY	RUEDI LUETHY FOUNDATION ZIMBABWE	56 ENTERPRISE RD	Pharmacies: Restricted	HARARE	11/30/2025	
P01-P1690-2024	NEWLANDS WELLNESS PHARMACY	NEWLANDS WELLNESS PHARMACY	1 WALMER DrIVE	Pharmacy in any other location	HARARE	10/31/2025	
P05-P1485-2024	NEWLINE PHARMACY	CAPROMED (PVT) LTD	STD 122 MBUYA NEHANDA ST	Pharmacy located in the CBD	HARARE	02/28/2025	
W01-P0212-2024	NEXTRAT PHARMA LOGISTICS	NEXTRAT PHARMA LOGISTICS (PVT) LTD	"UNIT 9 STAND 2912, KENMARK CRES"	Wholesalers	HARARE	05/31/2025	
D01-P0037-2023	NGUNDU SURGERY	MORGEN MANJEYA	STD 444	Dispensing medical practice	NGUNDU	06/30/2024	
I03-P0067-2023	NIMr & CHAPMAN MANUFACTURING CLINIC	NIMr & CHAPMAN MANUFACTURING P/L	CNR TAMWORTH/PLUMTREE RDS	Clinics: Class C	BULAWAYO	09/30/2024	
P06-P1461-2024	NITT PHARMACY	NITT PHARMACY	STAND 720 NYIKA GROWTH POINT	Pharmacy in rural area	NYIKA	09/30/2025	
P01-P1384-2024	NKETA PHARMACY	CHIMODZI NICHOLAS (Mr)	1120	Pharmacy in any other location	BULAWAYO	02/28/2025	
P01-P1932-2024	NKOSI PHARMACY	NKOSI PHARMACY (PVT) LTD	827 AERODrOME	Pharmacy in any other location	VIC FALLS	02/28/2025	
D01-P0040-2023	"NKULUMANE 4, SURGERY"	MsIMANGA GOODNESS MIRIRA	"NDABA RD, NKULUMANE 4"	Dispensing medical practice	BULAWAYO	06/30/2024	
P01-P1383-2024	NKULUMANE PHARMACY	HOMEWARD PHARMACEUTICALS (PVT) LTD	STAND 5603 NKULUMANE 5	Pharmacy in any other location	BULAWAYO	10/31/2025	
P01-P1626-2024	NO. 1 PHARMACY	NYMISA (PVT) LTD	"OPPOSITE NO. 1 CLINIC, LWENDULU VILLAGE"	Pharmacy in any other location	HWANGE	02/28/2025	
P01-P1791-2024	NORTON PHARMACY	HARD WORK INVESTMENTS P/L	K2014 KATANGA	Pharmacy in any other location	NORTON	02/28/2025	
P01-P1496-2024	NSSA STAFF AND PENSIONERS CLINIC	NATIONAL SOCIAL SECURITY AUTHORITY	"LOT I OF STAND 1659, 61 BAINES AVE"	Pharmacies: Restricted	HARARE	02/28/2025	
P01-P1591-2024	NU ALPHA EPATON PHARMACY	SEKENENDE INVESTMENTS	STAND 5158 CORNERSTORE OVERSPILL EPWORTH	Pharmacy in any other location	HARARE	07/31/2025	
P01-P1308-2024	NU CENTRE PHARMACY	AFRIHELP PHARMACEUTICALS (PVT) LTD	10799 GOKWE CENTRE	Pharmacy in any other location	GOKWE	10/31/2025	
P01-P1360-2024	NU FIFE AVENUE PHARMACY	HERVOS INVESTMENTS P/L	145 FIFE AVENUE	Pharmacy in any other location	HARARE	01/31/2025	
P01-P1473-2024	NU KAROI PHARMACY	KUNDAI MHONGWA (Mr)	STAND NO 1 CHIKANGWE	Pharmacy in any other location	620	10/31/2025	
P01-P1598-2024	NU KAROI PHARMACY	NU KAROI PHARMACY PBC	STAND 118A BOUGAINVILLE RD	Pharmacy in any other location	KAROI	05/31/2025	
P01-P1535-2024	NU MAKONI PHARMACY	YOBCARE INVESTMENTS (PVT) LTD	STAND 16128 UNIT G. MAKONI	Pharmacy in any other location	CHITUNGWIZA	04/30/2025	
P01-P1858-2024	NU TAFARA PHARMACY	CONWAVE PHARMACIES PVT LTD	SHOP 2 STAND 198 MARONGWE PLAZA KAMUNHU SHOPS NEW MABVUKU	Pharmacy in any other location	HARARE	03/31/2025	
P01-P1594-2024	NU-ALPHA PHARMACY	SEKENENDE INVESTMENTS (PVT) LTD	STAND 8788	Pharmacy in any other location	CHITUNGWIZA	08/31/2025	
P01-P1304-2024	NULINK PHARMACY	OLYMPIA GOLD (PVT) LTD	5699 SHARE 1 ZIMrE PARK SHOPS	Pharmacy in any other location	RUWA	02/28/2025	
P06-P1512-2024	NU-MUTOKO PHARMACY	CYNFER INCORPORAQTED (PVT) LTD	NO. 413 BADGERSKIN COMPLEX NEWTON RD	Pharmacy in rural area	MUTOKO	11/30/2025	
I04-P0193-2023	NUST STUDENTS CLINIC	NAT. UNIVERSITY OF SCIENCE & TECH.	CNR CECIL AVE/GWANDA ROAD	Clinics: Class D	BULAWAYO	09/30/2024	
P06-P1604-2024	NYABIRA PHARMACY	HARMACET (PVT) LTD	"SHOP 488, NY488"	Pharmacy in rural area	NYABIRA	07/31/2025	
D01-P0041-2023	NYAMANDE A. (Dr) (MARONDERA CLINIC)	NYAMANDE ARNOLD (Dr)	"STAND 44011, LUVEVE RD"	Dispensing medical practice	BULAWAYO	06/30/2024	
D01-P0022-2023	NYANYADZI FAMILY SURGERY	RUMBIDZAI MUSVOSVI	RUFARO BUSINESS CENTRE NYANYADZI	Dispensing medical practice	BIRCHENOUGH	06/30/2024	
P06-P1655-2024	NZVIMBO PHARMACY	YOPAT INVESTMENTS P/L	"NO 254 NZVIMBO GROWTH POINT, KAMHUKA BLD"	Pharmacy in rural area	CHIWESHE	02/28/2025	
P01-P1317-2024	OAKWOOD PHARMACY	OAKWOOD PHARMACY	SHOP 2 STAND 12248	Pharmacy in any other location	HARARE	03/31/2025	
P01-P1316-2024	OAKWOOD PHARMACY	OAKWOOD PHARMACY (PVT) LTD	"SHOP 7 STAND 21813 DURAWALL,"	Pharmacy in any other location	NORTON	09/30/2025	
P01-P1609-2024	OASIS PHARMACY	PRYMILL TRADING (PVT) LTD	SHOP 4 VALLEY SHOPS MAIN SQUARE	Pharmacy in any other location	GLENDALE	11/30/2025	
P06-P1166-2024	OCARE PHARMACY	VITAMEDIQ (PVT) LTD	1912 JERERA	Pharmacy in rural area	MASVINGO	11/30/2025	
P01-P1846-2024	OCEAN PHARMACY	ALEXANDER EBSON CHIGOMBE	"4099, CHIPOSI BLD MACHIPISA"	Pharmacy in any other location	HARARE	06/30/2025	
I02-P0215-2024	OK STAFF CLINIC	OK ZIMBABWE LTD	NO 13 VAN PRAAGH AVE MILTON PARK	Clinics: Class B	HARARE	09/30/2024	
I02-P0089-2023	OLD NIC MINE CLINIC	RETINUE STARS INVESTMENTS (PVT) LTD	"COGHLAN RD, KILLARNEY"	Clinics: Class B	BULAWAYO	09/30/2024	
P01-P1701-2024	OLEIFERA PHARMACY	OLEIFERA PHARMACEUTICALS (PVT) LTD	"66 KILWINNING RD, HATFIELD"	Pharmacy in any other location	HARARE	03/31/2025	
P01-P1715-2024	OLIVE BRANCH PHARMACY - HAEMATOLOGY CENTRE	OLIVE BRANCH (PVT) LTD	26 BLACKISTON AVENUE	Pharmacy in any other location	HARARE	12/31/2025	
P01-P1726-2024	OLIVES PHARMACY	OLIVES PHARMACY (PVT) LTD	SHOP NO.10 LION DrIVE	Pharmacy in any other location	CHIREDZI	10/31/2025	
P01-P1866-2024	OLIVES PHARMACY	OLIVES PHARMACY (PVT) LTD	5468 LION DrIVE	Pharmacy in any other location	CHIREDZI	09/30/2025	
I02-P0170-2023	OLIVINE INDUSTRIES CLINIC	OLIVINE INDUSTRIES (PVT) LTD	36 BIRMINGHAM ROAD	Clinics: Class B	HARARE	09/30/2024	
P01-P1365-2024	OMEGA HEALTH PHARMACY	FUNDAGE INVESTMENTS (PVT) LTD	"38 GLENARA AVENUE SOUTH, EASTLEA"	Pharmacy in any other location	HARARE	12/31/2025	
P01-P1347-2024	OMNICARE PHARMACY	FORTRESS PHARMACY (PVT) LTD	SHOP 1CABS BUILDING	Pharmacy in any other location	CHEGUTU	08/31/2025	
P05-P1646-2024	ONE STOP PHARMACY	ASAMED (PVT) LTD	SHOP 6 LAPF CENTRE CNR J. MOYO & CHINHOYI ST	Pharmacy located in the CBD	HARARE	02/28/2025	
W01-P0162-2024	ORANGEHEALTH	ORANGEHEALTH (PVT) LTD	26 KENMARK CRESCENT BLUFFHILL	Wholesalers	HARARE	03/31/2025	
P06-P1925-2024	OUR PHARMACY	NOMI INVESTMENTS (PVT) LTD	TSHOLOTSHO B/CENTRE	Pharmacy in rural area	TSHOLOTSHO	09/30/2025	
P01-P1783-2024	OUTREACH PHARMACY	BETAMED PHARMACEUTICALS P/L	"STAND 68, SAKUBVA MUSIKA"	Pharmacy in any other location	MUTARE	10/31/2025	
P01-P1541-2024	OVAL PHARMACY - KATANGA	SOURU PHARMACEUTICAL (PVT) LTD	K2005 KATANGA T/SHIP KATANGA	Pharmacy in any other location	NORTON	09/30/2025	
P01-P2004-2024	OVERSPILL PHARMACY	HOWCOZY ENTERPRISES (PVT) LTD	5052H OVERSPILL EPWORTH	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1370-2024	OVERSPILL PHARMACY	HOWCOZY HOLDINGS (PVT) LTD	5045 OVERSPILL EPWORTH	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1153-2024	P.S.P PHARMACY - HARARE	PREMIER SER. PHARMACEUTICALS P/L	47 G. SILUNDIKA AVENUE	Pharmacy in any other location	HARARE	11/30/2025	
P05-P1222-2024	P.S.P. MUTARE PHARMACY	PREMIER SERVICE MEDICAL INVESTMENTS	310A VICTORY HSE CNR 1ST/AERODrOME ROAD	Pharmacy located in the CBD	MUTARE	02/28/2025	
P01-P1244-2024	P.S.P. PHARMACY - BAINES AVENUE	PREMIER SERVICE PHARMACEUTICAL P/L	"STD 1478, BAINES AVENUE"	Pharmacy in any other location	HARARE	03/31/2025	
P01-P1194-2024	P.S.P. PHARMACY GWERU	PREMIER SERVICE PHARMACEUTICALS P/L	"62, 6TH STREET"	Pharmacy in any other location	GWERU	04/30/2025	
P01-P1984-2024	PADDINGTON SQUARE PHARMACY	PADDINGTON SQUARE PHARMACY (PVT) LTD	SHOP 7 PADDINGTON SQUARE 138 E.D MNANGAGWA ROAD	Pharmacy in any other location	HARARE	04/30/2025	
P01-P1378-2024	PAIXMED PHARMACY	PAIX ENTERPRISES (PVT) LTD	169 WILLOUGHBYS RD	Pharmacy in any other location	MVUMA	04/30/2025	
P01-P1462-2024	PALS PHARMACY	PHARMAPALS (PVT) LTD	289 BEIT STREET	Pharmacy in any other location	SHURUGWI	10/31/2025	
P01-P1881-2024	PALS PHARMACY	PHARMAPALS (PVT) LTD	26 NAPIER ROAD	Pharmacy in any other location	MVUMA	10/31/2025	
P06-P1633-2024	PANDA CARE PHARMACY	ZIM PANDA (PVT) LTD	STAND 106	Pharmacy in rural area	MAPHISA	02/28/2025	
D01-P0020-2023	PARK HEALTH MEDICAL CENTRE	CLEOPHAS KIRA MAKONESE	NO 1 LAST HOPE ESTATE	Dispensing medical practice	DETE	06/30/2024	
P01-P1137-2024	PARKSMED PHARMACY	PARKSMED TRADING (PVT) LTD	8958 MKHOSANA	Pharmacy in any other location	VIC FALLS	02/28/2025	
P05-P1269-2024	PARKSMED PHARMACY	PARKSMED TRADING (PVT) LTD	34 S. MACHEL AVENUE BOKA ISLIP HOUSE	Pharmacy located in the CBD	HARARE	06/30/2025	
I04-P0111-2023	PARLIAMENT OF ZIMBABWE CLINIC	PARLIAMENT OF ZIMBABWE	CORNER THIRD ST & N. NKRUMAH STREET	Clinics: Class D	HARARE	09/30/2024	
P01-P1771-2024	PARTNERS PHARMACY	TETOS ENTERPRISES (PVT) LTD	STD NO. 1074 GOKWE CBD	Pharmacy in any other location	GOKWE	03/31/2025	
P06-P1528-2024	PASSION PHARMACY - HAYDON	PASSION PHARMACY (PVT) LTD	671 HAYDON TOWNSHIP	Pharmacy in rural area	ZVIMBA	05/31/2025	
P05-P1962-2024	PATHWAY PHARMACY	THANRITE INVESTMENTS (PVT) LTD	STAND 43 MAIN STREET	Pharmacy located in the CBD	BINDURA	12/31/2025	
P01-P1864-2024	PATHWAY PHARMACY - KUWADZANA 1	DIMPLAST INVESTMENTS (PVT) LTD	"STD NO. 21505, SHOP NO.1 MAMBUNDIYANI BLD KUWADZANA 1"	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1527-2024	PATSOL PHARMACY	PATSOL PHARMACY (PVT) LTD	"SHOP 3 JULIUS NYERERE / NELSON MANDELA, PARKADE"	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1578-2024	PEACHMED PHARMACY	PEACHMED PHARMACY (PVT) LTD	"STD 115 ENTERPRISE RD, NEWLANDS"	Pharmacy in any other location	HARARE	09/30/2025	
P05-P1721-2024	PEARL PHARMACY	TAVEPI INVESTMENTS (PVT) LTD	107 MBUYA NEHANDA WAY	Pharmacy located in the CBD	HARARE	10/31/2025	
W01-P0204-2024	PENIEL PHARMACEUTICALS	PENIEL MEDICALS (PVT) LTD	"12 WILLIAMs WAY, MsASA,"	Wholesalers	HARARE	12/31/2025	
P05-P1353-2024	PETMORE MUDZIWEPASI	MUDZIWEPASI PETMORE	74 JASON MOYO AVENUE HARARE	Pharmacy located in the CBD	187	02/28/2025	
P01-P1435-2024	PHAKAMA PHARMACY	SERAPHIM TOUCH (PVT) LTD	1190 PHAKAMA	Pharmacy in any other location	GWANDA	02/28/2025	
W01-P0196-2024	PHARMA 263 Wholesalers	LANGSON LEGACY PBC	2 LEEDS RD	Wholesalers	GWERU	03/31/2025	
P01-P1151-2024	PHARMACARE PHARMACY	AGNES MAGODO	NO 1 BERVICK SERKIRK RD EASTLEA SHOPS	Pharmacy in any other location	HARARE	07/31/2025	
W01-P0153-2024	PHARMACEUTICAL & CHEMICAL DISTRIBUTION	PHARMACEUTICAL & CHEMICAL DIST. P/L	"33 WATTS STREET, ARDBENNIE,"	Wholesalers	HARARE	04/30/2025	
W01-P0150-2024	PHARMACEUTICAL & CHEMICAL DISTRS.	PHARMACEUTICAL & CHEMICAL DISTR P/L	"23 BLACKROCK RD, WESTONDALE"	Wholesalers	BULAWAYO	03/31/2025	
P01-P1759-2024	PHARMACHOICE PHARMACY	PHARMACHOICE ZIMBABWE (PVT) LTD	SHOP NO. 7 GOGWE COMPLEX STD 22 151 STREET	Pharmacy in any other location	SHURUGWI	02/28/2025	
W01-P0151-2024	PHARMACURE DISTRIBUTORS	PHARMACURE DISTRIBUTORS (PVT) LTD	19 KENMARK CRESCENT BLUFFHILL	Wholesalers	HARARE	03/31/2025	
P01-P1734-2024	PHARMACY 263	AKUCHIK INVESTMENTS (PVT) LTD	8063 AMAVENI ROAD	Pharmacy in any other location	KWEKWE	05/31/2025	
W01-P0176-2024	PHARMADIST	PHARMADIST (PVT) LTD	"UNIT 2, HARROW ROAD BUSINESS PARK, 255 MARTIN DrIVE, MsASA"	Wholesalers	HARARE	12/31/2025	
P06-P1686-2024	PHARMAMED PHARMACY	HEALTH EXPRESS (PVT) LTD	STAND NO. 225	Pharmacy in rural area	MUREHWA	06/30/2025	
P01-P1910-2024	PHARMAPLUS PHARMACY	PHARMAPLUS (PVT) LTD	223 - 275 UNIT G MAKONI S/CENTRE	Pharmacy in any other location	CHITUNGWIZA	11/30/2025	
P05-P1388-2024	PHARMAPRIX PHARMACY	PHARMAPRIX ZIMBABWE (PVT) LTD	34 NELSON MANDELA WAY	Pharmacy located in the CBD	KWEKWE	05/31/2025	
P01-P1728-2024	PHARMAPRIX PHARMACY	PHARMAPRIX ZIMBABWE (PVT) LTD	3 MOONLIGHT BUILDING 5TH STR	Pharmacy in any other location	GWERU	04/30/2025	
P01-P1930-2024	PHARMARITE PHARMACY	QUALIPHARMA PVT. LTD	"6491A CLYDE RD EASTLEA,"	Pharmacy in any other location	HARARE	02/28/2025	
P06-P1466-2024	PHARMASAVE PHARMACY	CATANG PHARMACEUTICALS (PVT) LTD	STAND 16 MAHUSEKWA T/SHIP	Pharmacy in rural area	MARONDERA	06/30/2025	
P05-P1340-2024	PHARMAWELL PHARMACY	NECPHARMA ENTERPRISES	"NUMBER 9, THURLOWS AVENUE"	Pharmacy located in the CBD	BINDURA	10/31/2025	
P01-P1235-2024	PHARMAZONE PHARMACY	GRANNIWELL NHEMA PBC	274	Pharmacy in any other location	MT DARWIN	03/31/2025	
P06-P1411-2024	PHARMCHEM PHARMACY	PHARMCHEM (PVT) LTD	356 MAIN STREET	Pharmacy in rural area	CHIVHU	02/28/2025	
P06-P0844-2024	PHARMILY MEDICINE SHOP	ABITONS ENTERPRISES (PVT) LTD	353 CHINZANGA TOWNSHIP	Pharmacy in rural area	MUTOKO	02/28/2025	
P06-P1992-2024	PHARMILY MEDICINE SHOP	ABITONS ENTERPRISES (PVT) LTD	146 KOTWA GROWTH POINT	Pharmacy in rural area	MUDZI	05/31/2025	
P06-P1993-2024	PHARMILY MEDICINE SHOP	ABITONS ENTERPRISES (PVT) LTD	1147 MEDIUM DENSITY	Pharmacy in rural area	MUTOKO	05/31/2025	
P05-P2007-2024	PHARMrICA PHARMACY	PHARMrICA PHARMACY (PVT) LTD	95 HEBERT CHITEPO STREET	Pharmacy located in the CBD	MUTARE	06/30/2025	
P01-P1774-2024	PHARMVILLE PHARMACY	SILVER DAWN (PVT) LTD	30 TONGOGARA STREET	Pharmacy in any other location	RUSAPE	01/31/2025	
P06-P1959-2024	PHOENIX PHARMACY	PHOENIX PHARMACY PBC	SUITE 4 STD NO 49A SA CHUA GLOBAL COMPLEX	Pharmacy in rural area	FILABUSI	06/30/2025	
P01-P1183-2024	PILGRIMs PHARMACY	PILGRIMs PHARMACEUTICALS (PVT) LTD	"NO. 35, MUGUTA"	Pharmacy in any other location	HARARE	03/31/2025	
P01-P1243-2024	PILL BOX PHARMACY	TARGTEN (PVT) LTD	6862 TICHAGARIKA S/CENTRE	Pharmacy in any other location	HARARE	07/31/2025	
W01-P0144-2024	PILL HURB PHARMACEUTICAL DISTRIBUTORS	PILL HURB PHARMACEUTICAL DISTRIBUTORS (PVT) LTD	5 LAWSON AVE MILTON PARK	Wholesalers	HARARE	03/31/2025	
P05-P2028-2024	PILLMART PHARMACY	PILLMART PHARMACY (PVT) LTD	"SHOP 7, ZB HOUSE"	Pharmacy located in the CBD	HARARE	05/31/2025	
P01-P1673-2024	PILLMART PHARMACY	PILLMART PHARMACY (PVT) LTD	33815 UNIT G SEKE	Pharmacy in any other location	CHITUNGWIZA	11/30/2025	
P05-P1961-2024	PINEAL PHARMACY	PINEAL PHARMACEUTICALS (PVT) LTD	"SHOP 344, 188 ROSEWAY STREET"	Pharmacy located in the CBD	KAROI	12/31/2025	
P01-P1643-2024	PINEAL PHARMACY-KADOMA	PINEAL PHARMACEUTICALS P/L	CNR H CHITEPO/BAKER STREET	Pharmacy in any other location	KADOMA	10/31/2025	
P01-P1624-2024	PINEWOOD PHARMACY	PINEWOOD PHARMACY (PVT) LTD	4169 GLEN VIEW 1	Pharmacy in any other location	HARARE	07/31/2025	
W01-P0178-2024	PLACEMENTS HEALTHCARE	PLACEMENTS HEALTHCARE (PVT) LTDTD	264 LONGLANDS RD GRANITESIDE INDUSTRIAL	Wholesalers	MARONDERA	03/31/2025	
W01-P0202-2024	PLANET PHARMACEUTICALS AND CHEMICALS	PLANET PHARMACEUTICALS AND CHEMICALS (PVT)LTD	"STD 4138, 18 AUCKLAND RD"	Wholesalers	HARARE	03/31/2025	
P06-P2005-2024	PLATINUMCARE PHARMACY	KAROO PHARMACEUTICAL (PVT) LTD	STD NO 276 NZVIMBO GROWTH POINT	Pharmacy in any other location	CHIWESHE	12/31/2025	
P01-P1407-2024	PLAZA PHARMACY	PLAZA PHARMACIES (PVT) LTD	"SHOP G1B,CNR MAZOWE/J CHINAMANO"	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1020-2023	PLUMTREE PHARMACY	SIBANDA MINENHLE	14 TEGWANI ROAD	Pharmacy in any other location	PLUMTREE	07/31/2025	
P01-P1637-2024	PLUS TWO EMERGENCY	PLUS TWO (PVT) LTD	94B ROBERT G MUGABE WAY	Pharmacy in any other location	BULAWAYO	02/28/2025	
I02-P0152-2023	POPULATION SERVICES - CHITUNGWIZA	POPULATION SERVICES ZIMBABWE	190/191 MHARAPARA RD	Clinics: Class B	CHITUNGWIZA	09/30/2024	
W01-P0175-2024	POPULATION SERVICES ZIMBABWE	POPULATION SERVICES ZIMBABWE	13445 UNIT 4 KELVIN CORNER GRANITESIDE	Wholesalers	HARARE	01/31/2025	
I02-P0158-2023	POPULATION SERVICES ZIMBABWE - MUTARE	POPULATION SERVICES ZIMBABWE	61 TENDERERE STREET	Clinics: Class B	MUTARE	09/30/2024	
I02-P0157-2023	POPULATION SERVICES ZIMBABWE - EMAGNWINI CLINIC	POPULATION SERVICES ZIMBABWE	STAND 6967 EMGANWINI TOWNSHIP	Clinics: Class B	BULAWAYO	09/30/2024	
I02-P0155-2023	POPULATION SERVICES ZIMBABWE - GOKWE	POPULATION SERVICES ZIMBABWE	STAND 385 NYARADZA T/SHIP	Clinics: Class B	GOKWE	09/30/2024	
I02-P0153-2023	POPULATION SERVICES ZIMBABWE- BELVEDERE	POPULATION SERVICES ZIMBABWE	"9 BISLEY CIRCLE, BELVEDERE"	Clinics: Class B	HARARE	09/30/2024	
I02-P0154-2023	POPULATION SERVICES ZIMBABWE -GWERU	POPULATION SERVICES INTERNATIONAL	"STAND 2283, MKOBA 7"	Clinics: Class B	GWERU	09/30/2024	
I02-P0135-2023	POPULATION SERVICES ZIMBABWE-EPWORTH CENTRE	POPULATION SERVICES ZIMBABWE	1079 CHIREMBA ROAD EPWORTH	Clinics: Class B	HARARE	09/30/2024	
I02-P0156-2023	POPULATION SERVICES ZIMBABWE-KADOMA	POPULATION SERVICES ZIMBABWE	2980 MUPAMOMBE ROAD	Clinics: Class B	KADOMA	09/30/2024	
I02-P0161-2023	POPULATION SERVICES ZIMBABWE-MBARE	POPULATION SERVICES ZIMBABWE	NO 4 3RD AVENUE MBARE	Clinics: Class B	HARARE	09/30/2024	
W01-P0154-2024	POPULATION SOLUTIONS FOR HEALTH (PSH)	POPULATION SOLUTIONS FOR HEALTH	"STD NNO 12984 MADOKERO IND. PARK, TYNWALD"	Wholesalers	HARARE	03/31/2025	
P01-P1186-2024	PORTAL PHARMACY	LALIET ENTERPRISES (PVT) LTD	31705 UNIT N	Pharmacy in any other location	CHITUNGWIZA	05/31/2025	
I02-P0229-2024	PORTLAND HOLDINGS CLINIC	PORTLAND HOLDINGS LIMITED	HARARE ROAD CEMENT SIDING	Clinics: Class B	BULAWAYO	04/30/2025	
I02-P0066-2023	PPC ZIMBABWE CLINIC	PPC ZIMBABWE LTD	211 VENTERSBURG SUNWAY INDUSTRIAL PARK	Clinics: Class B	HARARE	09/30/2024	
P01-P1484-2024	PREMIUM PHARMACY	INGRESS INVESTMENTS (PVT) LTD	14 COLLIN STREET	Pharmacy in any other location	KADOMA	02/28/2025	
P01-P1635-2024	PRESCRIPTION HOPE PHARMACY	PRESCRIPTION HOPE PHARMACY (PVT) LTD	NO 1 ROSS AVENUE BELGRAVIA	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1664-2024	PRICELINE PHARMACY	PRICELINE PHARMACY (PVT) LTD	1270 BAOBAB NORTH EXTENSION	Pharmacy in any other location	HWANGE	03/31/2025	
P01-P1302-2024	PRIDECARE PHARMACY	PRIDECARE PHARMACY (PVT) LTD	SHOP 2B ALPINE HOUSE THE GREEN	Pharmacy in any other location	MARONDERA	04/30/2025	
P01-P1844-2024	PRIME PHARMACY	LEX CHEM (PVT) LTD	13 SEKE ROAD	Pharmacy in any other location	HARARE	11/30/2025	
W01-P0095-2023	PRIORITY MEDICAL SUPPLIES	PRIORITY MEDICAL SUPPLIES (PVT) LTD	"NO. 13 HARARE DrIVE, GREYSTONE PARK, BORROWDALE"	Wholesalers	HARARE	03/31/2025	
W01-P0197-2024	PRIVOS PHARMA	PRIVOS PHARMA (PVT) LTD	159 CITROEN RD BAY 6 MsASA	Wholesalers	HARARE	01/31/2025	
W01-P0165-2024	PROFEEDS PVT LTD	PROFEEDS (PVT) LTD	"STAND 81 WOOLWICH ROAD, WILLOWVALE"	Wholesalers	HARARE	03/31/2025	
P01-P1979-2024	PROHEALTH PHARMACY	ONTARIO PHARMACY (PVT) LTD	5991 GAZALAND S/COMPLEX HIGHFIELDS	Pharmacy in any other location	HARARE	03/31/2025	
P05-P1813-2024	PROMED PHARMACY	WHIMsCAL INVESTMENTS (PVT) LTD	"SHOP NO 6, 104 CHINHOYI STREET"	Pharmacy located in the CBD	HARARE	02/28/2025	
P05-P1463-2024	PROMED PHARMACY	THOSHECK PHARMACY (PVT) LTD	27 CHATHAM ROAD	Pharmacy located in the CBD	MVURWI	09/30/2025	
I02-P0194-2023	PROVIDENCE EPWORTH CLINIC	RAFETTY INVESTMENTS	"SHOP 1, 1034 DOMBORAMWARI EPWORTH"	Clinics: Class B	HARARE	09/30/2024	
I02-P0223-2024	PROVIDENCE HEALTH - SEEDCO	RAFFERTY INVESTMENTS (PVT) LTD	1 SHAMWARI RD	Clinics: Class B	ZVIMBA	04/30/2025	
I02-P0147-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	UME CROCODILE FARM	Clinics: Class B	KARIBA	09/30/2024	
I02-P0148-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	52 BAINES AVE 3RD FLOOR	Clinics: Class B	HARARE	09/30/2024	
I02-P0112-2023	PROVIDENCE HEALTH CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	64 CORK ROAD	Clinics: Class B	HARARE	09/30/2024	
I02-P0130-2023	PROVIDENCE HEALTH MEDICAL CENTRE	RAFFERTY INVESTMENTS (PVT) LTD	81 BAINES AVENUES AREA	Clinics: Class B	HARARE	09/30/2024	
P01-P1121-2023	PROVIDENCE HUMAN CAPITAL	RAFETTY INVESTMENTS	"SHOP 1, 1034 DOMBORAMWARI EPWORTH"	Clinics: Class B	HARARE	09/30/2024	
I02-P0110-2023	PROVIDENCE PROBRANDS CLINIC	RAFFERTY INVESTMENTS (PVT) LTD	4000 SHUMBA ROAD	Clinics: Class B	RUWA	09/30/2024	
P01-P1422-2024	PUBMED PHARMACY	PUBMED PHARMACY (PVT) LTD	19308 ZENGEZA 5	Pharmacy in any other location	CHITUNGWIZA	06/30/2025	
P01-P1878-2024	PUBMED PHARMACY	PUBMED PHARMACY (PVT) LTD	NO. 411 UPLANDS	Pharmacy in any other location	HARARE	09/30/2025	
W01-P0183-2024	PULSE PHARMACEUTICALS	PULSE MEDICAL CARE (PVT) LTD	15 BORGWARD ROAD	Wholesalers	HARARE	03/31/2025	
P01-P1161-2024	PUMULA PHARMACY	BABOCK INVESTMENTS (PVT) LTD	24547 PUMULA OLD PUMULA	Pharmacy in any other location	BULAWAYO	10/31/2025	
